799.41,-32018
800.21,-32004
801.01,-31963
801.86,-31967
802.62,-31947
803.43,-31959
804.25,-32034
804.93,-32011
805.65,-32058
806.43,-32034
807.2,-31991
808.02,-31922
809.01,-31828
809.86,-31926
810.61,-31932
811.41,-31961
812.19,-31980
813.01,-31927
814,-31850
814.82,-31934
815.61,-31928
816.44,-31972
817.23,-32013
818.02,-31998
818.81,-31989
819.6,-31940
820.61,-31782
821.41,-31830
822.22,-31954
823.29,-31935
824.01,-31954
824.84,-31946
825.61,-31933
826.62,-31841
827.42,-31916
828.22,-31960
829.01,-31920
829.83,-31911
830.61,-31973
831.6,-31920
832.42,-31916
833.22,-31951
834,-31908
835.01,-31827
835.85,-31868
836.81,-31945
837.41,-31979
838.22,-31989
839.01,-31971
840.02,-31882
840.84,-31828
841.84,-31885
842.63,-31951
843.44,-31973
844.27,-31958
845.24,-31854
846,-31868
846.82,-31955
847.65,-31925
848.69,-31932
849.42,-31942
850.23,-31896
851.02,-31913
851.82,-32001
852.64,-31989
853.41,-31976
854.23,-31928
855.07,-31940
856.09,-31879
856.84,-31935
857.63,-31972
858.46,-31943
859.27,-31948
860.07,-31937
861.04,-31913
861.82,-31948
862.64,-31953
863.41,-31947
864.23,-31957
865.05,-32028
865.83,-31990
866.41,-31985
867.41,-31942
868.23,-31973
868.82,-31989
869.63,-31976
870.42,-31982
871.23,-31970
872.03,-31953
872.85,-31951
873.66,-31964
874.46,-32000
875.23,-31982
876.07,-31957
876.85,-31999
877.84,-31893
878.64,-31841
879.49,-31895
880.46,-31916
881.23,-31947
882.03,-32016
882.63,-32034
883.44,-32046
884.22,-31974
885.25,-31820
886.07,-31936
886.84,-31959
887.65,-31845
888.63,-31916
889.45,-31939
890.23,-31950
891.04,-31999
891.9,-31947
892.64,-31945
893.45,-31896
894.46,-31800
895.47,-31809
896.25,-31926
897.05,-31965
897.85,-31940
898.85,-31937
899.91,-31739
900.86,-31701
901.85,-31831
902.64,-31893
903.46,-31932
904.23,-31949
905.23,-31909
906.05,-31890
906.86,-31931
907.85,-31898
908.63,-31949
909.45,-31991
910.27,-31947
911.05,-31966
911.85,-31945
912.64,-31966
913.45,-31932
914.26,-31942
915.04,-31948
915.85,-31924
916.64,-31958
917.46,-32020
918.28,-31981
919.04,-31952
919.85,-31968
920.86,-31904
921.65,-31917
922.45,-31967
923.27,-31987
923.91,-32016
924.63,-31989
925.49,-31966
926.48,-31888
927.27,-31887
928.07,-31992
928.87,-31919
929.86,-31910
930.69,-31931
931.46,-31956
932.29,-31964
933.04,-31872
934.04,-31926
934.85,-31944
935.66,-31968
936.45,-31962
937.26,-31901
938.05,-31954
938.87,-32002
939.67,-32039
940.25,-32038
941.05,-32014
941.86,-32003
942.69,-31982
943.47,-31994
944.07,-31999
945.26,-31641
946.44,-31679
947.32,-31798
948.28,-31865
949.08,-31979
949.85,-32039
950.44,-31986
951.86,-31466
952.87,-31694
953.88,-31895
954.67,-31939
955.44,-31971
956.28,-31951
957.16,-31957
957.87,-31929
958.68,-31954
959.68,-31907
960.45,-31902
961.26,-31928
962.06,-31957
962.85,-31968
963.71,-31999
964.46,-32002
965.29,-31949
966.07,-31883
967.08,-31861
967.85,-31860
968.88,-31925
969.71,-31947
970.47,-31912
971.3,-31956
972.08,-31984
972.86,-31953
973.67,-31936
974.7,-31893
975.5,-31947
976.25,-31919
977.08,-31909
977.85,-31920
978.85,-31940
979.68,-31950
980.46,-31993
981.06,-31993
981.88,-31981
982.66,-31977
983.47,-31934
984.47,-31965
985.08,-32026
985.88,-31957
986.67,-31934
987.68,-31925
988.48,-31941
989.26,-31935
990.07,-31977
990.88,-31998
991.66,-31945
992.47,-31957
993.26,-31946
994.07,-31977
994.88,-31983
995.66,-31973
996.46,-31992
997.29,-31978
998.08,-32004
998.92,-31972
999.66,-31958
1000.5,-31955
1001.3,-31934
1002.1,-31989
1002.9,-31984
1003.5,-32007
1004.3,-32012
1005.1,-31975
1005.9,-32003
1006.7,-32001
1007.5,-32003
1008.3,-31981
1009.1,-31935
1009.9,-31963
1010.7,-31969
1011.5,-32016
1012.1,-32029
1012.9,-32020
1013.7,-32020
1014.5,-31985
1015.3,-31976
1016.1,-31976
1016.7,-31992
1017.7,-31949
1018.5,-31968
1019.1,-31978
1019.9,-31975
1020.7,-32021
1021.5,-32001
1022.3,-32025
1023.1,-31999
1023.9,-31977
1024.7,-31941
1025.5,-31877
1026.3,-31974
1027.1,-31998
1027.9,-32030
1028.5,-32032
1029.3,-32009
1030.1,-31948
1030.9,-31949
1031.9,-31874
1032.7,-31910
1033.5,-31922
1034.3,-31957
1035.1,-31982
1035.9,-31953
1036.7,-31975
1037.5,-32009
1038.3,-31972
1039.1,-31982
1039.9,-31980
1040.7,-31995
1041.5,-31976
1042.3,-31982
1043.1,-31998
1043.9,-31977
1044.5,-31997
1045.3,-31993
1046.1,-31996
1046.9,-32035
1047.7,-31989
1048.5,-31981
1049.3,-31970
1049.9,-32036
1050.7,-32036
1051.6,-32012
1052.3,-31979
1053.3,-31776
1054.1,-31806
1055.1,-31864
1055.9,-31970
1056.7,-31990
1057.5,-31956
1058.3,-31977
1059.1,-31860
1060.1,-31842
1061.1,-31849
1061.9,-31925
1062.7,-31969
1063.5,-32012
1064.1,-31987
1064.9,-31988
1065.9,-31897
1066.7,-31931
1067.5,-31961
1068.3,-31957
1069.1,-31981
1069.9,-31997
1070.7,-31943
1071.5,-31952
1072.3,-31982
1073.1,-31980
1073.9,-32012
1074.5,-32025
1075.3,-32038
1076.1,-32018
1076.9,-31984
1077.7,-31928
1078.5,-31970
1079.3,-31995
1080.1,-32012
1080.7,-32020
1081.5,-32018
1082.3,-32033
1082.9,-32018
1083.7,-31998
1084.5,-31994
1085.3,-32026
1085.9,-32054
1086.7,-32049
1087.5,-32014
1088.3,-31877
1089.3,-31893
1090.1,-31922
1090.9,-32016
1091.5,-32004
1092.3,-32008
1093.3,-31903
1094.1,-31884
1094.9,-31932
1095.7,-31933
1096.5,-31942
1097.5,-31950
1098.3,-31962
1098.9,-32010
1099.7,-32007
1100.5,-32030
1101.4,-31998
1101.9,-32016
1102.7,-32023
1103.5,-32005
1104.3,-32045
1104.9,-32017
1105.7,-32034
1106.5,-32032
1107.3,-32011
1107.9,-31997
1108.7,-31994
1109.5,-31974
1110.3,-31976
1111.1,-31973
1111.9,-31971
1112.7,-32040
1113.3,-32042
1114.1,-32062
1114.9,-32042
1115.5,-32029
1116.3,-32018
1117.1,-31983
1117.9,-31911
1118.7,-31933
1119.5,-31993
1120.3,-32023
1121.1,-32024
1121.7,-32043
1122.5,-32023
1123.3,-32013
1124.2,-32006
1124.9,-31995
1125.5,-31981
1126.5,-31946
1127.3,-31964
1128,-32013
1128.7,-32022
1129.5,-32031
1130.3,-31944
1131.1,-31964
1131.9,-31994
1132.8,-31998
1133.3,-32003
1134.2,-31972
1134.9,-31983
1135.7,-31987
1136.5,-32008
1137.4,-31960
1138.1,-31894
1139.1,-31947
1139.9,-31961
1140.5,-32015
1141.3,-32029
1142.1,-32042
1142.7,-32053
1143.6,-31985
1144.3,-31955
1145.1,-31948
1146.2,-31879
1146.9,-31986
1147.7,-31986
1148.5,-31991
1149.2,-32039
1150,-31979
1150.7,-31953
1151.7,-31890
1152.5,-31856
1153.5,-31825
1154.3,-31922
1155.1,-31917
1156.2,-31911
1156.9,-31970
1157.7,-31975
1158.3,-31994
1159.3,-31951
1160.2,-31948
1160.9,-31935
1161.8,-31920
1162.5,-31959
1163.5,-31937
1164.2,-31929
1165.2,-31877
1166,-31998
1166.7,-31985
1167.5,-31985
1168.1,-32002
1168.9,-31965
1170,-31945
1170.7,-31785
1171.8,-31831
1172.5,-31935
1173.3,-32000
1174.1,-32002
1175,-31912
1175.9,-31826
1177,-31817
1177.7,-31822
1178.7,-31883
1179.5,-31979
1180.4,-31924
1181.1,-31926
1181.9,-31932
1182.9,-31907
1183.7,-31913
1184.5,-31948
1185.4,-31917
1186.1,-31958
1187.1,-31937
1188,-31954
1188.7,-31930
1189.5,-31931
1190.4,-31930
1191.2,-31932
1192,-31997
1192.8,-32032
1193.6,-32037
1194.2,-32044
1194.9,-31926
1195.9,-31853
1197,-31817
1197.8,-31898
1198.5,-32014
1199.3,-31983
1200.1,-31971
1201,-31946
1201.8,-31931
1202.5,-31927
1203.5,-31808
1204.5,-31840
1205.4,-31873
1206.1,-31907
1206.9,-32000
1207.8,-31979
1208.6,-32019
1209.4,-31998
1210.1,-31942
1211,-31913
1211.9,-31881
1212.8,-31954
1213.6,-31932
1214.3,-31921
1215.2,-31906
1216.2,-31937
1217,-31900
1217.8,-31877
1218.5,-31975
1219.6,-31936
1220.4,-31938
1221.2,-31907
1221.9,-31952
1222.8,-31968
1223.5,-31963
1224.3,-31972
1225.2,-31959
1225.9,-31974
1226.8,-31967
1227.5,-32006
1228.4,-32014
1228.9,-32021
1229.8,-31990
1230.5,-31934
1231.6,-31943
1232.4,-31990
1233,-32012
1233.8,-31977
1234.6,-31996
1235.3,-31970
1236.2,-32009
1236.8,-32061
1237.8,-32016
1238.4,-32040
1239.2,-32008
1239.7,-31998
1240.8,-31917
1241.6,-31962
1242.2,-32043
1243,-32083
1243.6,-32117
1244.4,-32078
1245,-32055
1245.7,-32015
1246.6,-31983
1247.4,-31997
1248,-32053
1248.8,-32032
1249.4,-32059
1250.2,-32018
1251,-32038
1251.8,-31964
1252.6,-31892
1253.4,-31922
1254.2,-31972
1255.2,-31927
1256,-31907
1256.8,-31989
1257.6,-31979
1258.4,-31990
1259.2,-31934
1260,-31852
1261,-31897
1261.8,-31907
1262.6,-31953
1263.4,-31922
1264.3,-31918
1265.2,-31963
1266,-31956
1266.8,-31934
1267.6,-31895
1268.6,-31913
1269.4,-31961
1270,-32005
1270.8,-32006
1271.6,-32032
1272.4,-32015
1273,-32032
1274,-31874
1274.8,-31831
1275.8,-31780
1276.8,-31803
1277.6,-31933
1278.4,-31998
1279.2,-32015
1280,-31997
1280.8,-31919
1281.7,-31944
1282.4,-31949
1283.2,-31955
1284.2,-31927
1285,-31907
1285.8,-31858
1286.8,-31925
1287.6,-31992
1288.5,-31964
1289.2,-31950
1290,-31931
1290.8,-32001
1291.6,-31978
1292.4,-31973
1293.2,-31940
1294,-31987
1294.8,-31908
1295.6,-31977
1296.4,-31991
1297.2,-31997
1298,-31870
1299,-31899
1299.8,-31942
1300.6,-31952
1301.4,-31898
1302.2,-31926
1303.2,-31889
1304,-31885
1304.8,-31970
1305.6,-31994
1306.4,-31994
1307.2,-31998
1308,-31928
1308.8,-31886
1309.6,-31964
1310.4,-31931
1311.2,-31974
1312,-32024
1312.8,-31965
1313.6,-31940
1314.6,-31836
1315.4,-31883
1316.4,-31930
1317.2,-31957
1318,-31946
1318.8,-31926
1319.8,-31874
1320.6,-31946
1321.4,-31922
1322.2,-31885
1323,-31949
1323.8,-31946
1324.8,-31921
1325.7,-31949
1326.4,-31920
1327.2,-31958
1328,-32031
1328.8,-31969
1329.6,-31963
1330.4,-31877
1331.6,-31779
1332.4,-31747
1333.4,-31849
1334.2,-31834
1335.3,-31845
1336,-31916
1337,-31899
1337.9,-31905
1338.7,-31960
1339.4,-31926
1340.2,-31925
1341.2,-31873
1342.1,-31897
1343,-31912
1343.8,-31832
1344.8,-31899
1345.6,-31931
1346.4,-31945
1347.2,-31958
1348,-31924
1348.8,-31921
1349.8,-31759
1351,-31711
1352,-31791
1352.8,-31891
1353.8,-31815
1354.6,-31871
1355.4,-31978
1356.4,-31902
1357.2,-31876
1358.2,-31829
1359.3,-31809
1360,-31804
1361,-31748
1362,-31894
1362.8,-31968
1363.7,-31975
1364.2,-32032
1365.4,-31636
1366.5,-31724
1367.5,-31929
1368.2,-31929
1369.2,-31769
1370.2,-31776
1371,-31863
1371.8,-31938
1372.6,-31940
1373.6,-31890
1374.4,-31909
1375.2,-31948
1376,-31948
1376.9,-31957
1377.7,-32005
1378.4,-32016
1379.1,-32073
1379.8,-32081
1380.4,-32137
1381,-32143
1381.4,-32329
1382.8,-31451
1383.4,-32199
1384,-32189
1384.6,-32149
1385.2,-32114
1385.8,-32132
1386.4,-32173
1387,-32169
1387.6,-32136
1388.4,-32108
1389,-32126
1389.6,-32134
1390.2,-32136
1390.8,-32132
1391.6,-32132
1392.2,-32137
1392.8,-32158
1393.4,-32163
1394,-32156
1394.6,-32146
1395.2,-32141
1395.8,-32132
1396.6,-32116
1397.2,-32082
1398,-32047
1398.6,-31995
1399.4,-32083
1400,-32115
1400.6,-32144
1401.2,-32147
1401.8,-32143
1402.6,-31990
1403.8,-31667
1404.6,-31867
1405.4,-32034
1406.3,-31966
1407.7,-31448
1408.8,-31407
1410.2,-31365
1411.6,-31419
1412.8,-31582
1413.8,-31720
1414.8,-31880
1415.6,-31956
1416.4,-31895
1417.4,-31850
1418.2,-31876
1419,-32005
1419.8,-31980
1421,-31510
1422.2,-31546
1423.4,-31627
1424.4,-31752
1425.4,-31848
1426.3,-31897
1427.2,-31878
1428,-31877
1428.8,-31900
1429.8,-31946
1430.6,-31967
1431.2,-32062
1432,-32041
1432.8,-32009
1434,-31504
1435.2,-31597
1436,-31871
1436.8,-31982
1437.6,-32016
1438.4,-32012
1439.3,-31936
1440.4,-31440
1441.6,-31583
1442.8,-31695
1443.8,-31784
1444.6,-31865
1445.6,-31848
1446.8,-31454
1448,-31568
1449.2,-31697
1450.2,-31778
1451.4,-31436
1452.6,-31583
1453.6,-31787
1454.5,-31940
1455.5,-31822
1456.8,-31422
1457.8,-31722
1458.6,-31906
1459.8,-31721
1460.8,-31603
1462,-31669
1463,-31761
1463.8,-31873
1464.8,-31913
1465.6,-31908
1466.4,-31880
1467.2,-31954
1468.2,-31948
1469,-31976
1469.8,-31931
1471,-31433
1472.2,-31579
1473.2,-31800
1474,-31982
1474.8,-31943
1475.9,-31872
1477,-31464
1478.2,-31600
1479.3,-31737
1480.2,-31851
1481,-31847
1482.1,-31805
1483,-31784
1484,-31784
1485,-31858
1485.8,-31960
1486.6,-31860
1487.6,-31804
1488.8,-31538
1490,-31697
1490.9,-31894
1491.6,-31950
1492.5,-31940
1493.4,-31818
1494.9,-31435
1495.9,-31605
1497,-31657
1497.8,-31873
1498.9,-31874
1499.6,-31926
1500.6,-31822
1501.7,-31696
1502.8,-31635
1503.7,-31881
1504.7,-31876
1505.4,-31808
1506.7,-31736
1507.4,-31890
1508.3,-31956
1509,-31995
1509.9,-32060
1510.5,-32085
1511,-32074
1511.9,-31949
1513,-31624
1514,-31765
1515,-31842
1515.9,-31918
1516.7,-31938
1517.7,-31909
1518.4,-31880
1519.5,-31779
1520.4,-31718
1521.4,-31799
1522.3,-31890
1523.3,-31917
1524.1,-31934
1524.9,-31965
1525.7,-31990
1526.4,-31993
1527.3,-31943
1528.4,-31451
1529.7,-31595
1530.9,-31680
1531.7,-31807
1532.7,-31838
1533.7,-31874
1534.5,-31865
1535.4,-31791
1536.5,-31766
1537.2,-31910
1538.1,-31965
1539.1,-31915
1539.8,-31794
1541.3,-31460
1542.5,-31601
1543.5,-31719
1544.5,-31804
1545.3,-31884
1546.1,-31971
1546.9,-31947
1547.9,-31920
1549.1,-31445
1550.3,-31529
1551.7,-31540
1552.7,-31604
1553.8,-31720
1554.9,-31790
1555.9,-31804
1556.7,-31867
1557.5,-31944
1558.5,-31811
1559.5,-31806
1560.3,-31781
1561.5,-31760
1562.3,-31912
1563.1,-31992
1563.9,-31953
1564.7,-31859
1566.1,-31465
1567.1,-31653
1568.1,-31751
1569.1,-31944
1569.7,-32015
1570.7,-31892
1571.9,-31484
1573.1,-31682
1574.1,-31695
1574.9,-31924
1575.7,-31983
1576.5,-31963
1577.3,-31963
1578.1,-31989
1578.9,-31908
1579.9,-31787
1580.7,-31984
1581.5,-32008
1582.3,-31941
1583.1,-31951
1583.9,-31991
1584.7,-31945
1585.5,-31994
1586.3,-31988
1587.1,-32028
1587.7,-32029
1588.5,-32038
1589.3,-32033
1590.1,-31967
1590.9,-31918
1591.7,-31890
1592.5,-31934
1593.5,-31959
1594.1,-32035
1594.9,-32008
1595.7,-32024
1596.3,-32032
1597.1,-32032
1597.9,-32022
1598.7,-32004
1599.3,-32023
1600.1,-32060
1600.7,-32062
1601.5,-32071
1602.3,-32049
1602.9,-32021
1603.7,-32033
1604.3,-32081
1605.1,-32007
1605.9,-31969
1606.7,-32021
1607.5,-32000
1608.1,-32018
1608.9,-32031
1609.7,-31925
1610.7,-31902
1611.5,-31883
1612.3,-31938
1613.1,-31981
1613.9,-31969
1614.9,-31893
1615.7,-31831
1616.5,-31944
1617.5,-31939
1618.3,-31976
1619.1,-31950
1619.9,-31920
1620.7,-31843
1621.7,-31797
1622.7,-31897
1623.5,-31897
1624.3,-31917
1625.3,-31896
1626.1,-31827
1627.1,-31851
1627.9,-31935
1628.7,-31894
1629.7,-31873
1630.5,-31928
1631.5,-31848
1632.3,-31881
1633.1,-31953
1634.2,-31882
1634.9,-31933
1635.7,-31962
1636.5,-31851
1637.5,-31867
1638.3,-31928
1639.3,-31857
1640.1,-31918
1640.9,-31922
1641.9,-31893
1642.7,-31895
1643.5,-31871
1644.5,-31943
1645.3,-31910
1646.1,-31911
1646.9,-31937
1647.9,-31818
1648.9,-31874
1649.7,-31918
1650.5,-31869
1651.5,-31915
1652.3,-31955
1653.1,-31906
1654,-31896
1654.9,-31864
1655.7,-31840
1656.7,-31853
1657.5,-31990
1658.3,-31935
1659.1,-31970
1659.9,-31966
1660.7,-31891
1661.7,-31837
1662.7,-31758
1663.7,-31861
1664.5,-31887
1665.3,-31885
1666.3,-31916
1667.1,-31848
1668.1,-31896
1668.9,-31853
1669.9,-31824
1670.9,-31871
1671.7,-31956
1672.5,-31883
1673.5,-31842
1674.3,-31892
1675.3,-31857
1676.2,-31851
1677.1,-31851
1677.9,-31950
1678.7,-31970
1679.3,-32036
1680.1,-32021
1681.1,-31902
1681.9,-31929
1682.8,-31890
1683.7,-31883
1684.5,-31908
1685.3,-31898
1686.1,-31952
1687.1,-31910
1687.9,-31958
1688.8,-31912
1689.7,-31771
1690.8,-31748
1691.7,-31770
1692.7,-31847
1693.5,-31926
1694.3,-31830
1695.3,-31845
1696.1,-31993
1696.9,-31868
1697.9,-31895
1699.1,-31595
1700.3,-31564
1701.4,-31791
1702.1,-31942
1703,-31961
1703.7,-31875
1704.7,-31853
1705.7,-31792
1706.7,-31707
1707.7,-31794
1708.5,-31894
1709.3,-31911
1710.3,-31918
1711.3,-31816
1712.1,-31777
1713.1,-31861
1714.1,-31828
1715.1,-31758
1716.1,-31799
1716.9,-31853
1717.7,-31924
1718.5,-32007
1719.3,-31931
1720.2,-31958
1721.2,-31944
1721.9,-31786
1722.9,-31796
1723.9,-31855
1724.7,-31868
1725.7,-31900
1726.5,-31981
1727.4,-31934
1728.2,-32000
1728.9,-31902
1729.9,-31835
1730.8,-31863
1731.5,-31980
1732.4,-31957
1733.2,-31982
1734.1,-31839
1735.1,-31818
1735.9,-31813
1736.8,-31930
1737.6,-32002
1738.4,-32017
1739.2,-32023
1739.7,-32018
1740.6,-32035
1741.4,-32012
1742.1,-31997
1742.9,-31937
1744.2,-31660
1745.1,-31718
1745.9,-31896
1746.8,-31940
1747.5,-31938
1748.5,-31939
1749.4,-31874
1750.3,-31736
1751.4,-31723
1752.4,-31901
1753.1,-31913
1754,-31969
1754.7,-32019
1755.7,-31903
1756.5,-31738
1757.7,-31666
1758.5,-31833
1759.5,-31908
1760.3,-31969
1761.1,-31982
1762,-31802
1763,-31846
1763.9,-31876
1764.7,-31953
1765.3,-32043
1766.1,-31979
1767,-31961
1767.9,-31878
1768.7,-31960
1769.6,-32003
1770.3,-31968
1771,-32012
1772,-31897
1772.8,-31945
1773.7,-31801
1774.5,-31831
1775.4,-32006
1776.1,-32024
1777,-32036
1777.5,-31979
1778.4,-31975
1779.3,-31946
1780.1,-31915
1780.9,-31886
1781.7,-32003
1782.6,-32001
1783.1,-32065
1783.9,-32085
1784.7,-31993
1785.6,-31979
1786.3,-31879
1787.4,-31868
1788.1,-31878
1789,-31975
1789.7,-31998
1790.5,-31983
1791.4,-32018
1792.1,-31881
1792.9,-31941
1793.7,-31966
1794.6,-32000
1795.4,-31973
1796.1,-31985
1797,-32014
1797.7,-31913
1798.8,-31791
1799.8,-31766
1800.8,-31809
1801.5,-31978
1802.2,-32024
1803,-32031
1803.6,-32058
1804.4,-31978
1805.4,-31818
1806.4,-31727
1807.4,-31888
1808.1,-31999
1808.8,-32007
1809.5,-32001
1810.4,-31956
1811.3,-31816
1812.4,-31808
1813.1,-31992
1813.9,-31958
1814.6,-32038
1815.4,-32050
1816.2,-31996
1817,-31903
1818,-31902
1818.8,-31963
1819.6,-31931
1820.4,-31965
1820.9,-32029
1821.8,-31992
1822.5,-32020
1823.4,-32029
1823.9,-32030
1824.8,-32031
1825.6,-31995
1826.3,-32014
1827,-32039
1827.8,-32101
1828.3,-32044
1829.2,-32008
1830.2,-31833
1831.2,-31823
1831.8,-32020
1832.5,-32026
1833.4,-32060
1834,-32063
1834.8,-31926
1836,-31572
1837,-31777
1838.2,-31704
1838.9,-31898
1839.8,-31997
1840.6,-31949
1841.4,-31939
1842.2,-32016
1842.8,-32066
1843.8,-31904
1844.8,-31768
1845.8,-31711
1846.8,-31827
1847.6,-31940
1848.4,-31971
1849.2,-31935
1850,-32021
1850.8,-31934
1851.6,-31924
1852.6,-31863
1853.6,-31686
1854.6,-31758
1855.3,-31930
1856.2,-31974
1857,-31977
1858,-31792
1859,-31713
1860,-31894
1860.8,-31910
1861.8,-31751
1862.8,-31747
1863.8,-31872
1864.6,-31961
1865.4,-31953
1866.2,-31953
1867,-31983
1867.8,-32004
1868.4,-32075
1869.6,-31554
1870.6,-31756
1871.6,-31789
1872.3,-31944
1873.2,-32004
1874,-31944
1874.8,-31936
1875.6,-31947
1876.6,-31883
1877.4,-31868
1878.2,-31940
1879.2,-31930
1880,-31947
1880.8,-31997
1881.6,-31936
1882.4,-31897
1883.4,-31863
1884.2,-31943
1885,-31927
1885.7,-31955
1886.6,-31981
1887.4,-31965
1888.2,-31956
1889,-31928
1890,-31874
1890.8,-31882
1891.6,-31926
1892.4,-32008
1893.2,-32003
1894,-31968
1894.8,-31948
1895.6,-31988
1896.4,-31868
1897.4,-31897
1898.2,-31952
1899,-31953
1899.8,-31973
1900.6,-32034
1901.4,-31976
1902.2,-31926
1903,-31923
1903.8,-31986
1904.6,-31966
1905.4,-31954
1906.2,-31973
1907,-31992
1907.8,-32009
1908.4,-31999
1909.2,-32015
1910,-32074
1910.6,-32096
1911.4,-32035
1912.2,-32009
1913,-31927
1913.8,-31966
1914.4,-32043
1915.2,-32003
1916,-32030
1916.8,-32010
1917.6,-31927
1918.4,-31906
1919.2,-31911
1920,-31963
1921,-31942
1921.8,-31949
1922.6,-31938
1923.4,-31910
1924.4,-31878
1925.2,-31990
1926,-31944
1926.8,-31964
1927.6,-31964
1928.4,-31995
1929.2,-31952
1930,-31870
1930.8,-31904
1931.8,-31906
1932.6,-31930
1933.4,-31984
1934.2,-31971
1935,-31928
1936,-31775
1936.8,-31894
1937.6,-32015
1938.4,-32069
1939,-32076
1939.6,-32091
1940.4,-32072
1941.4,-31821
1942.6,-31525
1943.6,-31693
1944.6,-31902
1945.4,-31916
1946.3,-31930
1947.2,-31861
1948,-31914
1948.8,-32024
1949.4,-31995
1950.2,-31982
1951.2,-31910
1952,-31926
1952.8,-31932
1953.6,-31989
1954.4,-31984
1955.3,-31975
1956,-31958
1956.8,-31940
1957.6,-31950
1958.4,-31995
1959.2,-32016
1959.8,-32026
1960.6,-32024
1961.4,-32041
1962,-32032
1962.8,-31994
1963.6,-31959
1964.6,-31947
1965.4,-31957
1966.2,-31947
1967,-31999
1967.6,-31986
1968.4,-31987
1969.3,-31959
1970,-31993
1970.8,-31953
1971.6,-31969
1972.4,-31985
1973.2,-31944
1974,-31970
1974.8,-31955
1975.8,-31919
1976.6,-31887
1977.4,-31900
1978.2,-31969
1979,-31980
1979.8,-31981
1980.6,-31972
1981.4,-31922
1982.4,-31904
1983.2,-31956
1984,-31959
1984.8,-31950
1985.6,-31976
1986.4,-31936
1987.2,-31938
1988,-31988
1988.8,-31952
1989.8,-31911
1990.6,-31960
1991.4,-31972
1992,-31989
1992.8,-31991
1993.6,-32005
1994.4,-31943
1995.2,-31942
1996,-31952
1996.8,-31959
1997.6,-32002
1998.4,-32002
1999.2,-32031
1999.8,-32080
2000.6,-32122
2001.2,-32082
2002,-31993
2003,-31804
2003.8,-31801
2004.6,-31984
2005.4,-32032
2006.2,-32063
2006.8,-32032
2007.6,-32058
2008.4,-32021
2009.2,-31866
2010.2,-31826
2011,-31908
2012,-31874
2012.8,-31844
2013.6,-31918
2014.6,-31857
2015.5,-31912
2016.2,-31937
2017,-31969
2017.8,-31971
2018.8,-31832
2019.8,-31766
2020.9,-31815
2021.6,-31892
2022.4,-31991
2023.2,-31964
2024,-31954
2025,-31874
